job_id,business_title,category,processed_text
197355,"Deputy Commissioner, Wastewater Treatment",6,deputy commissioner treatment department environmental protection seeking fill position deputy commissioner bureau treatment position offer unique opportunity lead critical public health environmental operation amazing city country employee protecting public health environment clean drinking water treating reducing air noise hazardous material pollution scale organization unmatched water utility nation day one billion gallon high quality drinking water day nine million new collect treat average billion gallon treatment plant result investment treatment system new york harbor century support function one capital construction portfolio city billion work construction additional billion design commissioner deputy commissioner provide leadership policy direction bureau annual operating budget million employee robust infrastructure treatment plant eight sludge facility station five three microbiology laboratory related facility marine vessel transporting sludge waterway bureau treatment led deputy commissioner two supporting assistant commissioner bureau following division plant operation collection residual management engineering budget capital asset management regulatory compliance administration environmental health safety deputy commissioner responsible leading continuous improvement operation sustaining national reputation within industry innovation excellence safety system state good repair future upgrade tremendous importance role deputy commissioner work collaboratively executive team develop implement innovative solution effectively manage storm water protect critical infrastructure sea level rise address challenge climate change one user energy city deputy commissioner responsible realizing substantial reduction energy consumption innovative process reuse methane gas addition deputy commissioner responsible making final recommendation commissioner concerning extremely complex technical often controversial program concerning federal state based program permit bureau budget expenditure alternative solution providing treatment service public meeting facility service issue policy procedure coaching management personnel preparation statistical narrative report annual new york harbor water quality survey discharge report submission city state federal agency comply regulatory requirement deputy commissioner also responsible working three major operating bureau water supply water sewer operation engineering design construction ensure resource impact internal collaboration strategic deputy commissioner must also effective working consultant city agency executive external stakeholder ensure bureau treatment program understood effectively deputy commissioner position excellent leadership communication presentation skill well passion driving innovation continuous improvement efficiency strategy recruit develop retain qualified diverse talent operation nationwide position leadership visibility nationally industry best practice industry peer association
287393,"Assistant Commissioner, Capital Planning & Delivery",6,assistant commissioner capital delivery new york city department environmental protection seeking fill executive level position assistant commissioner level bureau treatment candidate sought want seize opportunity lead critical public health environmentally urgent function amazing city country career opportunity right candidate make positive impact life million new million work visit recreate city region daily basis utility moving handler manager sustainable resource environmental leader seeking return environmental social solution embracing best utility business practice ensure sustainable future resilient infrastructure waste resource protecting ratepayer improving community embracing innovation therefore improving integrity core business protect public health treating growing role manager valuable resource essential partner economic development watershed community health environmental benefit municipal water utility north nearly employee vision efficient resilient transparent water utility nation public health environment clean drinking water treating reducing air noise hazardous material pollution value embrace work safety service support transparency innovation every day billion gallon water nine million new implement one construction program region capital program spend billion per year next ten year bureau account half annual capital expenditure billion annual operating budget million employee treat billion gallon daily improve treatment process facility billion dollar investment showing result new york harbor century responsible operation maintenance facility related treatment within five borough operating treatment plant eight sludge facility collection facility station mile interceptor combined sewer overflow facility regulator tide gate five three microbiology laboratory related facility marine vessel transporting sludge water quality deputy commissioner assistant commissioner capital delivery responsible leading comprehensive array service program capital engineering design project management construction management procurement maintenance support central member executive leadership team provide leadership effective management across bureau exercise extremely wide latitude independent judgment initiative improve program implement new program policy activity bureau priority leadership vision management individual directly work entire bureau employee ensure utility sustainable infrastructure capital investment engineering operation maintenance support lead capital system budget procedure people area capital project initiation delivery support sustainable treatment collection system infrastructure position responsible development budget based project investment infrastructure good energy production conservation environmental requirement resource recovery enterprise operation support position lead contract engineering section responsible service job order engineering contract throughout order responsive operational need priority near long term position must ensure capital project based requirement partner sustainable operation implement best practice develop culture continuous improvement business system across need strong leader complex business environment need use rigorous method solve difficult problem find effective solution bureau looking enhancement management continuous improvement program project delivery engineering bring programmatic improvement level responsibility analysis develop key performance indicator adoption industry best practice project management institute lean six sigma applicable program driving consistency project delivery development implementation design standard drive consistency across asset leadership provide executive leadership high level program management team effort helping define project goal resource requirement work senior leader establish mission vision value business strategy goal objective key performance indicator policy utilize management tool process visual management analyze process track improvement communicate facilitate safety foster culture safety lead integration safety awareness compliance accountability performance area responsibility business direct business activity across meet capital need operation maintenance support prepare annual budget use advanced tool budget analysis lead effort operating plant collection facility support sustainable operation provide advanced tool budget performance lead responsibility design major capital improvement project lead bureau engineering design construction operation ensure project design performance function staff training meet need act client end user major capital project bureau engineering design construction order meet design operational need treatment plant collection system work agency chief office drive project delivery based bureau priority appropriate mechanism continuous improvement lead enhancement continuous improvement program procurement system provide analysis business case evaluation recommendation system improvement develop implement asset management program data need capital asset operation section bureau head toward robust enterprise asset management program develop train staff asset management tool technique enhance program ground leading development decision maintenance capital capital investment lead programmatic improvement support advanced tool technique utilization control system architecture provide vision leadership contract support program operation personnel make stride towards new york goal focus resource recovery opportunity creative incentive alternative partnership advance emission reduction green energy production energy conservation zero waste direct program expand beneficial use management oversee staff procurement administration contract related maintenance capital job order contract task order contract design construction management identify utility business need financial resource achieve strategic goal objective recommend annual budget manage performance direct report effective timely coaching setting annual objective annual performance discussion participate work load analysis succession effort ensure skill development sustainable communication promote employee engagement diversity inclusion organizational support continuous improvement effort must closely staff manager across bureau manage work quality principle teamwork assure high level customer service employee engagement environmental stewardship business across bureau environment assessment bureau public affair communication regulatory compliance environmental health safety participate public outreach meeting official standing committee local community various issue related utility business operation system
407901,Project Manager,6,project manager office environmental remediation oer design implement cleanup redevelopment initiative foremost among voluntary cleanup program first cleanup program offer remedial oversight liability protection property owner developer site year site redevelopment complicated presence contamination prior site us historic fill chemical spill office clean soil bank reuse clean soil deep excavation provide substantial financial environmental benefit oer also support community area incentive grant big program investigation cleanup site well grant organization around additional oer program initiative include review program hazardous material air quality noise green property certification community engagement activity learn oer please visit oer seek project manager perform professional scientific work engineering geology geology project site voluntary cleanup program duty include limited implement applicable law regulation policy meet office strategic environmental remedial engineering goal become fluent oer environmental quality program noise air oer program big grant partnership green team green property certification speed epic clean soil bank pure soil prepared provide assistance answer question public review plan report schedule prepared consultant contractor agency produce engineering analysis assure technical quality conformance project completion date well technical programmatic regulatory consideration conduct communication development team general public official press city agency accordance oer office policy oversee inspect participate field sampling remediation oversee engineering activity archive established oer management oversight program
424605,PROGRAM MANAGER,6,program manager department environmental protection environment public health new providing billion gallon high quality drinking water reducing air noise hazardous material pollution combined municipal water utility country nearly employee water supply system comprised reservoir lake throughout square mile watershed mile north west city bureau engineering design construction currently b active construction contract another b design contract responsibility management bureau project implement allow whole continue operate maintain exemplary water supply system bureau seek hire two program manager one support executive director water system capital program support executive director capital program water system capital program staff manage water system project within watershed mile north west city project may include dam aqueduct intake release facility water treatment plant bridge roadway building miscellaneous infrastructure project capital program staff oversee design construction capital project bureau behalf bureau treatment currently treatment plant pump station capital project include combined sewer overflow abatement program tank sewage treatment plant station upgrade expansion remediation work additionally billion active work approximately million million new work annually group approximately project manager engineer manage capital project consistent bureau project delivery construction management procedure emphasis safety scope schedule budget client service general direction program manager plan assist strategy advance service delivery program operation billion water system billion capital construction project program manager provide leadership effective management assigned area specific initiative project capital program policy program manager assume responsibility project related initiative task also establish communication strategy implement communication program division priority selected candidate responsible accountable management multiple high profile project designed advance strategic business objective optimal utility performance selected candidate work bureau senior staff develop implement strategy improve bureau service also support development implementation business plan strategic plan annually plan selected candidate attend meeting action item ensure completion also work bureau senior staff develop medium term strategy optimize risk management minimize inefficiency program manager oversee meeting deadline time sensitive project various unit within water system capital division respectively responsibility include progress various project within division periodically provide update executive director next course action conduct research product equipment may project division create report presentation benefit drawback selected product equipment appropriately identify priority potential project roadblock major improvement modification ongoing agency bureau mission brief executive director periodically work progress key point candidate must able demonstrate critical thinking skill effective independent data analysis position excellent oral written communication skill ability meet deadline ability flexible assignment work responsibility applicant permanent civil service status administrative staff analyst eligible apply permanent civil service status administrative staff analyst staff analyst please apply position considered interview
414762,BIM/CAD Administrator,6,administrator deputy director standard code wide latitude independent initiative judgment building information modeling design cad administrator difficult responsible professional work preparation conduct administrative procedural operational study analysis related standard providing guidance support position include construction project management work public building structure facility ground responsibility include limited following manage maintain update cad standard appropriate necessary determine need feasibility construction work develop manage implement cad process guideline recommend priority identify problem construction seek resolution serve technical expert aspect cad support design staff related issue install new hardware system procedure create user group file permission access right tweak o driver patch assist restoration request backup server maintain design hardware plotter scanner maintain server design department ensure construction subscription remain current develop procedure evaluate design work flow review inspect work contract administration compliance plan contract specification wage requirement site safety requirement insurance requirement vendor outreach program ensure acquisition permit approval assist management construction work project management department develop procedure provide input incorporation design construction contract construction work equipment material determine work method recommend priority monitor work progress staff contractor report hazardous condition prepare analyze weekly monthly report director identify problem construction seek resolution oversee conduct cad training design department staff conduct complex study survey cad usage quantitative analysis research technique note appointment made provisional basis pursuant civil service law tenure permanence incumbent position virtue appointment note position open qualified person disability eligible program please indicate cover letter would like considered position program detailed information regarding program please visit following link please read posting carefully make certain meet qualification requirement position
403132,Assistant Highway Transportation Specialist,6,assistant highway transportation specialist serve project manager bureau permit management construction control office street office construction mitigation review construction street sidewalk issue traffic stipulation incorporation construction permit also traffic stipulation mitigation plan private capital construction document alternative method work order reduce impact upon public general supervision field office carry professional highway transportation traffic project survey investigation construction job interface capital construction resident engineer city agency official general public resolve problem associated traffic flow ensure construction expediently least impact upon public successful candidate responsible project development use wide range data study review result concerning commuter travel habit construction detour willing present finding senior capital street project department ensure position included final contract plan review maintenance activity traffic requirement work
269306,Electrical Engineer 1,6,electrical engineer new york city department environmental protection public health environment clean drinking water treating reducing air noise hazardous material pollution combined municipal water utility country nearly employee deliver billion gallon high quality drinking water per day million new york city resident million people upstate new york collect treat average billion gallon per day bureau treatment responsible operation maintenance facility related treatment sewage within five borough new york city treatment plant sludge facility collection facility station combined sewer overflow retention facility regulator tide gate laboratory harbor vessel general supervision section chief selected candidate perform responsible supervisory work difficult responsible work electrical engineering section job task duty include investigating plan specification drawing repair modification improvement installation electrical equipment design schedule current capital project new capital assignment issuing job order time accordance established guideline current project new job order assignment taking appropriate action ensure construction schedule met project capital contract report recommendation field inspection investigation plan shop drawing change order request status record project project information accurately time daily basis activate new work order information maintain ensure accurate time
423486,Stationary Engineer,6,stationary engineer mechanical maintenance operation group responsible preventative maintenance repair operation various mechanical system within court building also responsible heating ventilation air equipment safe reliable efficient operation seasonal filter belt steam trap replacement lubrication perform emergency repair hour basis local law mandate licensed stationary engineer operation boiler chiller system addition building fire suppression system boiler furnace engine pump heat exchanger generator motor equipment heating ventilation air lighting associated equipment public building municipal station incinerator take responsible charge watch subordinate personnel may operate control console control room make periodic inspection equipment minor repair equipment preventive maintenance requisition material spare part read log meter gauge recording device train subordinate personnel directed low pressure boiler accordance unified inspection procedure new york city department building
310024,Assistant Landscape Architect,6,assistant landscape architect new york city department environmental protection public health environment clean drinking water treating reducing air noise hazardous material pollution combined municipal water utility country nearly employee deliver billion gallon high quality drinking water per day million new york city resident million people upstate new york collect treat average billion gallon per day forestry horticulture natural resource group responsible urban forestry ecological horticulture initiative policy standard performance measure street tree planting green infrastructure natural area restoration horticultural training education green infrastructure unit park department unit focus capture priority combined sewage overflow tributary area primarily right way work function sewer system grey space green providing new commensurate benefit green space bureau environmental analysis queen seeking hire two assistant landscape architect manage park green infrastructure project part green infrastructure program program initiation design construction green infrastructure project close partnership new york city department park recreation successful applicant responsible portfolio green infrastructure project order increase capture improve water quality supervision perform landscape architectural work moderate difficulty responsibility landscape architectural contract drawing specification estimate quantity green infrastructure project management evaluate propose solution provide comment problem grading spatial organization site utilization green infrastructure design consultant project examine consultant contract drawing specification construction estimate submit report develop map data condition new addition change assist assessment construction shop drawing solution design conflict conduct site inspection quality assurance provide support general program management task additionally assistant landscape architect work bureau group within well staff engineering team green infrastructure maintenance team necessary complete administrative function ensure green infrastructure program run efficiently effectively successful candidate also assist project schedule cost
424466,Director,6,director department design construction division public building seek director selected candidate manage asset information management system aim program office management budget building assessment unit work physical condition architectural electrical mechanical component building park facility repair replacement need director manage staff schedule team architect engineer assessment work closely aim team city agency liaison program unit carrying task building assessment unit candidate advanced capital unit sponsor agency early capital strategic
422627,Project Manager,6,project manager office environmental remediation oer design implement cleanup redevelopment initiative foremost among voluntary cleanup program first cleanup program offer remedial oversight liability protection property owner developer site year site redevelopment complicated presence contamination prior site us historic fill chemical spill office clean soil bank reuse clean soil deep excavation provide substantial financial environmental benefit oer also support community area incentive grant big program investigation cleanup site well grant organization around additional oer program initiative include review program hazardous material air quality noise green property certification community engagement activity learn oer please visit oer seek project manager perform professional scientific work engineering geology geology project site voluntary cleanup program duty include limited implement applicable law regulation policy meet office strategic environmental remedial engineering goal become fluent oer environmental quality program noise air oer program big grant partnership green team green property certification speed epic clean soil bank pure soil prepared provide assistance answer question public review plan report schedule prepared consultant contractor agency produce engineering analysis assure technical quality conformance project completion date well technical programmatic regulatory consideration conduct communication development team general public official press city agency accordance oer office policy oversee inspect participate field sampling remediation oversee engineering activity archive established oer management oversight program
420073,RES Energy Coordinator,6,re energy real estate service re division support operation government city new york providing service real estate need re responsible space management million square foot acquisition lease purchase sale disposition real estate architectural design project management zoning land use analysis disposition lot property valuation financial analysis real estate transaction real estate service seek qualified individual support design project management real estate energy team issue paper reduction across space space efficiency office building energy efficiency important dimension space efficiency key function role key stakeholder ensure compliance new energy legislation property real estate energy responsible working engineer project manager development implementation energy efficiency project electrical system across variety programmatic area new fit out upgrade facility space position save city significant money energy operating expense saving vast opportunity reduce energy consumption utility cost within portfolio candidate understand real estate market familiarity real estate transaction job responsibility include limited work architecture engineering team lease negotiator partner agency identify project electrical energy efficiency lease space renewal work architecture engineering team lease negotiator partner agency identify project electrical energy efficiency fit out part new construction perform technical calculation estimate verify project performance engineering calculation energy modeling confirm feasibility accuracy energy usage reduction greenhouse gas emission energy cost saving project utilize improve upon set tool analysis develop implement plan project team user manage energy efficiency scope work develop review scope work lease renewal new space incorporate energy efficiency strategy working closely agency staff landlord consultant review energy audit energy efficiency report building help guide project selection alternate analysis develop consistent methodology energy conservation measured report manage energy efficiency project implementation work architecture engineering staff execution energy efficiency strategy design construction target project ensure objective met review provide comment make recommendation design package consultant project conduct field visit ensure compliance scope contract document represent real estate service meeting different city agency consultant landlord contractor involved project implementation perform program data collection ensure accurate project range area compliance project schedule budget scope measurement verification energy saving emission contribution towards goal prepare deliver informative presentation communicate relevant information stakeholder recommendation briefing material project update support compliance local state federal law within space keep date government policy law related energy efficiency work collaboratively support team member
355745,Civil Engineer 3,6,civil engineer supervision serf senior construction project engineer roadway bridge group high level independent decision making field operation belt program construction field resident engineer construction support service inspector assigned project daily oversight project reconstruction regard decision related contract change payment progress solution technical construction problem supervise approve invoice payment contractor consultant review design plan map drawing technical specification conduct progress meeting work supervise preparation report correspondence audit related project related duty
284917,Civil Engineer 2,6,civil engineer serf resident engineer east river bridge preventive maintenance section bureau maintenance inspection operation ongoing implementation contract selected preventive maintenance activity four major east river bridge daily task contractor daily report engineer dairy agency contract change request time extension partial payment implementation maintenance task mechanical electrical component inspection platform technical support section engineer regarding repair specific mechanical electrical component work conformance engineering principle municipal state federal safety standard execution inspection work subordinate engineer related duty
386195,Engineering,6,engineering candidate responsible direction management function borough topographical bureau function include variety activity bureau assist governmental agency private citizen
400198,Senior Construction Manager,6,senior construction manager new york city department environmental mission protect public health environment clean drinking water treating reducing air noise hazardous material pollution combined municipal water utility country nearly employee deliver billion gallon high quality drinking water per day million new york city resident million people upstate new york collect treat average billion gallon per day commitment sustainable storm water management led creative method conveyance disposal combined sewer area throughout city bureau environmental analysis responsible design construction alternative method management green infrastructure goal reducing volume storm water entering combined sewer reducing frequency combined sewer overflow event improving quality storm discharge surrounding water body seeking hire two senior construction manager manage several multimillion dollar contract project ensure timely delivery quality control position perform highly critical task procurement execution construction project new contract development contract award input modification time extension change order contract primary responsibility include million construction contract right way rain garden southeast queen well million construction management contract construction management contract provide consultant service million construction green infrastructure new york city housing authority department education department park recreation site well cloudburst pilot project site typical task include limited request proposal work contractor routine inspection performance evaluation fiscal document ensure contract compliance cost change order contract schedule budget task necessary successful execution construction project senior construction manager also responsible work internal staff bureau design engineering consultant city agency addition selected candidate provide technical contractor throughout stage construction contract obtain corrective action contractor provide contracted good service deficient term contractual agreement responsibility include consultant selection process communication within bureau city agency staff typical responsibility include perform review green infrastructure design pertaining public private property management oversee procurement capital construction project related green infrastructure oversee construction large capital construction contract right way green infrastructure provide support general program management cost schedule update lead construction progress meeting construction contractor consultant agency resolve construction related issue maintain budget schedule negotiate cost construction management service construction change order city agency personnel receive project input document decision
424249,Marine Engineer,6,marine engineer fire department city new york seek four marine engineer bureau marine operation directly chief marine operation successful candidate operate main propulsion engine auxiliary equipment diesel powered vessel new york city fire department marine engineer assigned assist operation maintenance repair machinery auxiliary boiler fire pump deck equipment heating ventilating equipment powered fireboat report deficiency irregularity via official department channel conduct test inspection machinery pump auxiliary assist recording result engine room log perform related work directed marine engineer charge watch necessary may assume duty marine engineer charge watch perform assignment equivalent duty position regulation department marine engineer department perform related work
410846,Administrative Engineer,6,administrative engineer department environmental protection environment public health new providing billion gallon high quality drinking water storm water reducing air noise hazardous material pollution combined municipal water utility country nearly employee water supply system comprised reservoir lake throughout square mile watershed mile north west city new york city approximately catch basin hydrant valve gatehouse reservoir well underground storage tank mile sanitary sewer water main responsibility vast network fall department environmental bureau water sewer operation primary responsibility bureau water sewer operation operation maintenance protection drinking water collection sewer system protection adjacent waterway development protection capital water sewer design program bureau also water sewer connection licensed plumber authorized contractor addition bureau overall responsibility approval inspection public private construction project could affect water sewer system bureau water sewer operation seek hire deputy chief within division connection house connection inspection section location daily basis responsible field inspection throughout five borough ensure method construction material workmanship conformance standard specification section responsible several phone day regarding water sewer connection status update procedure record technical conflict general question applicant must permanent civil service title administrative engineer responsibility include limited actively supervise administrate group staff daily operation connection engineer technician personnel resolve program related problem within hour manage office provide guidance policy oversee problem maintain detailed accurate record inspection report report accurately event transpire secure evaluate fact arrive sound conclusion demonstrate comprehensive knowledge regulation policy communicate staff client technical conflict resolved immediately minimize potential impact program conduct meeting professional engineer registered architect licensed plumber contractor city agency bureau within ensure availability adequate supply equipment facility review necessary information statistic preparation weekly monthly yearly metric oral written report
401377,Executive Director,6,executive director department design construction division infrastructure seek executive director selected candidate responsible implementation overall management project capital program delivery key responsibility include aspect design process conceptual phase construction administration management specialist consultant design fully overall execution project project team design decision order maintain schedule budget quality commitment design quality review addition selected candidate provide technical resolution support assist specification review report plan estimate set overall strategy document plan stage work communicate discipline vendor contractor ensure project requirement met quality assurance quality control best practice standard executive director participate project management meeting representative infrastructure sponsor agency city hall mayoral state
408869,Civil Engineer I,6,civil engineer department environmental protection environment public health new providing billion gallon high quality drinking water reducing air noise hazardous material pollution combined municipal water utility country nearly employee water supply system comprised reservoir lake throughout square mile watershed mile north west city new york city approximately catch basin hydrant valve gatehouse reservoir well million gallon underground storage tank mile sanitary sewer water main responsibility vast network fall department environmental bureau water sewer operation working within bureau water sewer operation division capital program management administrative direction structure facility civil engineer perform task associated development progress multiple nonlinear capital expense work directed nonlinear asset include reservoir dam facility water surface treatment facility city tunnel associated shaft city aqueduct drinking water pump station operational garage various office facility miscellaneous structure civil engineer responsible activity several main area design plan specification report major nonlinear project conduct research investigation study examination related engineering function activity nonlinear asset detailed record job progress schedule budget track change scope may represent various stakeholder bureau engineering design construction department design construction consultant contractor operational staff meeting perform field visit various project inquiry internal external source writing project business case development preliminary schedule budget new nonlinear capital project miscellaneous engineering service operation may also provide special project support chief nonlinear capital program management applicant must either permanent civil service title civil engineer must civil service exam civil engineer
398564,Junior Environmental Planner,6,junior environmental planner mayor de new york city housing authority comprehensive plan fix preserve public housing real estate development department redd leading real estate transaction address billion capital need redd utilize following three tool generate necessary revenue permanent commitment together pact pact use u department housing urban development hud section program fund renovation convert public housing section apartment permanently affordable housing plan convert apartment year address billion capital need build preserve new building space across portfolio address billion capital need across approximately apartment transfer preserve sell portion million square foot unused development right adjacent site generate billion capital repair adjacent development direction environmental planner junior environmental planner support real estate development project well program departmental initiative local state federal government assistance compliance city environmental quality review state environmental quality review act national environmental policy act junior environmental planner work team technical knowledge related real estate development public housing architecture urban design key responsibility position include limited following manage participate preparation ea similar environmental review documentation multiple real estate transaction departmental initiative assist administration process consult local state federal regulatory agency serve liaison interagency environmental collaboration become familiar related city review process support environmental response activity presentation analysis executive team board city hall interagency partner project assuring project schedule draft request proposal working closely colleague state federal agency involved development affordable housing resident official community member temporary absence supervisor may assume duty position note position open qualified person disability eligible program please indicate cover letter would like considered position program detailed information regarding program visit link please read posting carefully make certain meet qualification requirement position
398603,DIRECTOR OF ADMINISTRATION,6,director administration department sanitation sanitation department collect ton residential institutional garbage ton day efficiently solid waste clearing litter snow mile street department also leader environmentalism sending zero waste bureau facility engineering engineering support service operating bureau project scope pertaining new garage rehabilitation garage salt storage building facility jurisdiction seek candidate serve director administration spearhead bureau effort related program contract unit budget human resource new program management chief engineer selected candidate complement director bureau major unit design special project construction director administration responsible chief engineer administrative function oversight capital budget preparation review construction consultant contract compliance city procurement rule status capital project problem various kind arise duty also include supervision program
350274,ASSISTANT PROJECT MANAGER,6,assistant project manager department environmental protection public health environment clean drinking water treating reducing air noise hazardous material pollution combined municipal water utility country nearly employee billion gallon per day highest quality drinking water million resident million people upstate new york conveyance treatment system capable billion gallon per day protect environment surrounding waterway bureau engineering design construction currently b active construction contract another b design contract responsibility management bureau project implement allow whole continue operate maintain exemplary water supply system vision efficient cost effective resilient transparent water utility nation order carry mission providing high quality reliable water supply new york city upstate community department network watershed treatment plant dam bridge shaft reservoir tunnel station ultraviolet disinfection system filtration system associated facility throughout new york city watershed substantial capital program provide new infrastructure well reconstruction asset ensure integrity continuity high quality water supply water system capital program design construction management construction support operating bureau bureau engineering design construction seek hire assistant civil engineer assistant project manager water supply capital program directorate queen supervision selected candidate report accountable manager assistant accountable manager assist water system project within watershed mile north west city project may include dam aqueduct treatment plant bridge roadway miscellaneous infrastructure project selected candidate responsible implementation design construction project watershed monitor permit requirement assist project issue task selected candidate direct supervision also conduct reliable skilled field condition survey accurate report physical observation also conduct thorough review contract document code regulation accurately compare project requirement identify deficiency selected candidate actively participate field investigation develop alternative approach solution meet project objective also attend environmental compliance safety related training class
422640,Assistant Project Manager,6,assistant project manager project manager assistant project manager provide support capital portfolio time within budget scope project charter highest level safety quality responsibility include limited following assist management contract project phase design procurement construction monitor project status ensure compliance schedule contract deliverable ensure comprehensive project file consistent hud requirement assist audit contract hud stakeholder analyze resolve project issue escalate necessary conduct meeting internal external stakeholder resolve issue necessary prepare issue meeting minute review project correspondence prepare timely response analyze report make recommendation provide support preparation form proposal track addendum attend bid opening participate meeting assist bid recommendation award process assist project manager key item review submission subcontractor approval payment response delay analysis schedule control visit field site regularly assist meeting design construction issue assist external approval certificate proceed advice award ensure proper place approval state city funded project monitor contractor compliance section resident employment program requirement ensure file record associated project general release discretion project manager may manage capital project routine moderate complexity note appointment made provisional basis pursuant civil service law tenure permanence incumbent position virtue appointment note position open qualified person disability eligible program please indicate cover letter would like considered position program detailed information regarding program please visit following link please read posting carefully make certain meet qualification requirement position
